,Category,top10,top10_scores
341,scheduling,"['jessica lin', 'elise miller hooks', 'syed abbas zaidi', 'rajesh ganesan', 'leonard adelman', 'john shortle', 'cameron nowzari', 'mohan venigalla', 'lance sherry', 'alexander levis']","[0.2343063868677524, 0.171487657717914, 0.15485675092148554, 0.1288453066864089, 0.11970093127686801, 0.11842071316669253, 0.11654297007400333, 0.11502511328626405, 0.10932622533787598, 0.1049172769579142]"
342,nanotechnology,"['hans hoyer', 'nathan kathir', 'craig lorie', 'riki morikawa', 'peter pachowicz', 'arthur art pyster', 'deborah goodings', 'aditya johri', 'laura kosoglu', 'james baldo']","[0.19176083163017796, 0.15717365336548286, 0.15507977143213736, 0.14587417434857555, 0.1276613804646258, 0.1264279082482028, 0.12527247672802436, 0.11634692157927701, 0.11144179967299829, 0.10851630742824563]"
343,electronics,"['dimitrios ioannou', 'qiliang li', 'lucas henneman', 'parth pathak', 'ray hong', 'mohan venigalla', 'jim chen', 'parag chitnis', 'xiaonan guo', 'burak tanyu']","[0.2570436194532954, 0.22843155292686534, 0.19355144849665346, 0.19108557778701915, 0.18950223130514715, 0.18586904898113138, 0.17932281271212464, 0.17132561635182425, 0.17015672092292417, 0.16100363714390994]"
344,intelligent sensor system,"['jim chen', 'janis terpenny', 'ray hong', 'amarda shehu', 'george hazelrigg', 'parth pathak', 'aditya johri', 'dimitrios ioannou', 'qiliang li', 'shuochao yao']","[0.17603089766825875, 0.16693397974372304, 0.1644229401024068, 0.13508082954480466, 0.13503175700054082, 0.13193356962480818, 0.1288170259085192, 0.1285301913914798, 0.12845579045695973, 0.1266978970681447]"
345,chemical sensors,"['parag chitnis', 'parth pathak', 'burak tanyu', 'monson hayes', 'jim chen', 'kim blackwell', 'siddhartha sikdar', 'kevin lybarger', 'jeffrey moran', 'qiliang li']","[0.22616449509188183, 0.19641642600918288, 0.18919205047471183, 0.18863061477061802, 0.18703301547826617, 0.18298925696169407, 0.1808615991905223, 0.17749553319295025, 0.17161199932674037, 0.16648219100159858]"
346,intelligent robotics,"['xuesu xiao', 'parth pathak', 'jim chen', 'john shortle', 'gheorghe tecuci', 'vadim sokolov', 'aditya johri', 'karla hoffman', 'krzysztof gaj', 'burak tanyu']","[0.15554361487193424, 0.1383691015245675, 0.13397137358017386, 0.11835625922306711, 0.11747108892606191, 0.11617778770608661, 0.11570632531139227, 0.11350644963579462, 0.11345071687639251, 0.11203198731813652]"
347,advanced manufacturing,"['janis terpenny', 'jessica lin', 'mihai boicu', 'jim chen', 'gheorghe tecuci', 'rajesh ganesan', 'aditya johri', 'mohan venigalla', 'george hazelrigg', 'abolfazl safikhani']","[0.16667196232078574, 0.14589185182408138, 0.1430763191264861, 0.1334897736014506, 0.13195709642664538, 0.13100532241232574, 0.126961378353303, 0.12642758189743802, 0.12217479166576142, 0.1204340486086028]"
348,sensors,"['xiaonan guo', 'parag chitnis', 'parth pathak', 'jinwei ye', 'ray hong', 'linghan zhang', 'yariv ephraim', 'dimitrios ioannou', 'bo han', 'monson hayes']","[0.1846381439801943, 0.13289135260749865, 0.12347068103161236, 0.12282743613368842, 0.12271046125497233, 0.12138277896863703, 0.11211063034564166, 0.11041392588199975, 0.10874150114421602, 0.10217150575908182]"
349,power engineering,"['george hazelrigg', 'syed abbas zaidi', 'janis terpenny', 'alexander levis', 'edward huang', 'jeffrey moran', 'gheorghe tecuci', 'cameron nowzari', 'tolga soyata', 'rajesh ganesan']","[0.15525910755507608, 0.15158336976813716, 0.1455395417648258, 0.1442926141646564, 0.1434124955623304, 0.1422475460414581, 0.14214134512307863, 0.1401589405940567, 0.13871514775999708, 0.13506053198481063]"
350,information retrieval,"['myeong lee', 'hamza mughal', 'shahnaz kamberi', 'aditya johri', 'joy hughes', 'katherine russell', 'sharon adamus', 'mihai boicu', 'riki morikawa', 'hadi rezazad']","[0.1970046576442257, 0.16269784336399212, 0.15171330044578824, 0.14942231893131247, 0.14786802145321598, 0.14764434112660074, 0.133237010024753, 0.12782303688267493, 0.127650328966491, 0.12608826746517232]"
351,clinical informatics,"['̦zlem uzuner', 'myeong lee', 'riki morikawa', 'kevin lybarger', 'hadi rezazad', 'katherine russell', 'sharon adamus', 'sadegh torabi', 'john mclaughlin', 'shahnaz kamberi']","[0.14213881222282507, 0.13385412823931808, 0.10557597628985235, 0.0977010680816612, 0.09626219022237789, 0.09216034579935405, 0.09128709291752768, 0.07842148415581304, 0.07835809985792311, 0.07540731931482861]"
352,information extraction,"['aditya johri', 'jim chen', 'burak tanyu', 'myeong lee', 'ali beheshti', 'rajesh ganesan', 'qi wei', 'siddhartha sikdar', 'qiliang li', 'pramita bagchi']","[0.18087485024514754, 0.16810703242392394, 0.1661270671398412, 0.15197292262937762, 0.15139153122653837, 0.1485552189321061, 0.14649639735426967, 0.14624511441487292, 0.14496499336668495, 0.14022483193648702]"
353,information warfare,"['aditya johri', 'myeong lee', 'gheorghe tecuci', 'mihai boicu', 'mingkui wei', 'ray hong', 'thomas latoza', 'katherine russell', 'khondkar islam', 'harry wechsler']","[0.1324174542227213, 0.1193335349037693, 0.1152507060924096, 0.10590725781277469, 0.09553466787051298, 0.09412979686140915, 0.0927791383848191, 0.09096376384282824, 0.09046497279708515, 0.08798120294605721]"
354,cryptographic hardware,"['hamza mughal', 'shahnaz kamberi', 'john otten', 'brittany johnson matthews', 'yutao zhong', 'shvetha soundararajan', 'tamara maddox', 'binqian yin', 'joy hughes', 'grigory yaroslavtsev']","[0.22247460415730486, 0.21671558369070357, 0.19069251784911845, 0.16911916387141365, 0.1688801323682996, 0.1665298639951156, 0.14734189373675147, 0.14484136487558028, 0.1376293205472793, 0.13483997249264842]"
355,c4i,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
356,remote sensing,"['ray hong', 'parth pathak', 'siddhartha sikdar', 'shuochao yao', 'xiaonan guo', 'jessica lin', 'duminda wijesekera', 'qi wei', 'tolga soyata', 'lisa luo']","[0.16724183449515295, 0.14270091996746137, 0.13897866840213802, 0.13067991207670066, 0.1282974348803127, 0.12646853058811477, 0.12350869501858286, 0.12344306644241912, 0.11944935212499355, 0.11199731327363568]"
357,water resources engineering,"['kirin emlet furst', 'janis terpenny', 'jim chen', 'karla hoffman', 'viviana maggioni', 'edward huang', 'gheorghe tecuci', 'george hazelrigg', 'aditya johri', 'vadim sokolov']","[0.2533982632568422, 0.19338715597093212, 0.17498352634285175, 0.16704039149271352, 0.16501396004706945, 0.1576572011134715, 0.15305207254885952, 0.15177563726862256, 0.14658889472655662, 0.14365894108521926]"
358,hydrology,"['kirin emlet furst', 'burak tanyu', 'jim chen', 'john shortle', 'siddhartha sikdar', 'michael lyons', 'laura kosoglu', 'pramita bagchi', 'aditya johri', 'viviana maggioni']","[0.2660793034504034, 0.2229281129684907, 0.20750567479344603, 0.1950009214043028, 0.18922509865667714, 0.1772968828711745, 0.17248496322273366, 0.16866417903478081, 0.16789125075273453, 0.1671698156261029]"
359,environmental engineering,"['gheorghe tecuci', 'janis terpenny', 'mihai boicu', 'aditya johri', 'edward huang', 'george hazelrigg', 'jiayang sun', 'karla hoffman', 'peter pachowicz', 'tokunbo fadahunsi']","[0.1953115382888238, 0.17799976929741002, 0.17791966247188432, 0.13561302074536682, 0.13160613361002146, 0.12975880099817422, 0.12085435677922873, 0.11959827237655316, 0.118648328442215, 0.11683620216227783]"
360,land surface modeling,"['jeffrey moran', 'ali beheshti', 'yotam gingold', 'viviana maggioni', 'robert handler', 'alexander levis', 'jim chen', 'qi wei', 'abolfazl safikhani', 'qiliang li']","[0.24733655134835905, 0.2361028275634608, 0.23558532669836918, 0.22660095716239098, 0.22462464996764803, 0.223078595108165, 0.22034489813224895, 0.2138666797154776, 0.20652762001150746, 0.2059737489388549]"
361,precipitation,"['kirin emlet furst', 'olcay ciftci', 'rajesh ganesan', 'jessica lin', 'laura kosoglu', 'jim chen', 'holger dannenberg', 'viviana maggioni', 'celso moller ferreira', 'mohan venigalla']","[0.1755082370742156, 0.10592542826647522, 0.0979272005329104, 0.09232494053338904, 0.08719378417668117, 0.08229772277585899, 0.07523749473846786, 0.07198661615712215, 0.070148004245815, 0.06831924819951868]"
362,uncertainty analysis,"['jim chen', 'burak tanyu', 'daniel barbara', 'pramita bagchi', 'amarda shehu', 'vasiliki ikonomidou', 'john shortle', 'william rosenberger', 'carlotta domeniconi', 'tianshu feng']","[0.17291139315776946, 0.16144131135808357, 0.15918008984002371, 0.1527796611231478, 0.15271596390047293, 0.15050628941922897, 0.15028027740397837, 0.14860226405891735, 0.14125566963564395, 0.13608679574904792]"
363,land data assimilation systems,"['jim chen', 'rajesh ganesan', 'myeong lee', 'janis terpenny', 'qiliang li', 'yotam gingold', 'ali beheshti', 'ray hong', 'alexander levis', 'carlotta domeniconi']","[0.23241673453799366, 0.2178956790174678, 0.20036676093461403, 0.19196226338835143, 0.18807095172323374, 0.18594150735342635, 0.18234523244249992, 0.17698196923486983, 0.17656231802095484, 0.17635206697747954]"
364,pattern recognition,"['abolfazl safikhani', 'alexander levis', 'ben seiyon lee', 'vadim sokolov', 'qi wei', 'tianshu feng', 'amarda shehu', 'daniel menasce', 'mohan venigalla', 'edward huang']","[0.20084374536620186, 0.19450932174637775, 0.1856948347872987, 0.16918588708902843, 0.15698498252132712, 0.15073897083507895, 0.14639104045455117, 0.1453510541784901, 0.14444373818441217, 0.14414212079955402]"
365,computer vision,"['jinwei ye', 'monson hayes', 'yotam gingold', 'charles white', 'siddhartha sikdar', 'vasiliki ikonomidou', 'parag chitnis', 'emanuela marasco', 'gheorghe tecuci', 'jim chen']","[0.16150362391735787, 0.15127517936115614, 0.13005813452797127, 0.1140531897024402, 0.1132316097044398, 0.10406972638968016, 0.09461447297566569, 0.09059940734639492, 0.08752581732029519, 0.08623674188273767]"
366,statistical signal processing,"['yariv ephraim', 'vasiliki ikonomidou', 'monson hayes', 'rajesh ganesan', 'jeffrey moran', 'qiliang li', 'kenneth strazzeri', 'kim blackwell', 'jan allbeck', 'dimitrios ioannou']","[0.13870531772941488, 0.11271236023187627, 0.11145012929090589, 0.10662066935271101, 0.10139179557842352, 0.10023759171310642, 0.09958423994780798, 0.0985530694104738, 0.09755853425347218, 0.09584922999187682]"
367,communication networks,"['ali k raz', 'myeong lee', 'duminda wijesekera', 'daniel barbara', 'giuseppe ateniese', 'massimiliano albanese', 'matthew amissah', 'joy hughes', 'xiaonan guo', 'bernd peter paris']","[0.23767016298312976, 0.2302619850564724, 0.18974811036156985, 0.17884922179255922, 0.1752388007976719, 0.17418726034912319, 0.16609095970747995, 0.16255375344213957, 0.16190723183494438, 0.16158461488585946]"
368,stochastic models,"['abolfazl safikhani', 'ben seiyon lee', 'alexander levis', 'vadim sokolov', 'tianshu feng', 'qi wei', 'lily wang', 'edward huang', 'kim blackwell', 'syed abbas zaidi']","[0.2648127413073427, 0.2596131466413423, 0.23624610204959862, 0.2157296395864749, 0.20157779841894044, 0.20124593129053028, 0.19271124736202627, 0.18447484880988296, 0.1836852355437906, 0.18100132654958254]"
369,active colloids,"['alexander levis', 'jim chen', 'parag chitnis', 'massimiliano albanese', 'xiaonan guo', 'parth pathak', 'syed abbas zaidi', 'jan allbeck', 'aditya johri', 'daniel barbara']","[0.1533470572110921, 0.15226338390019112, 0.1398919319946314, 0.13873011960540868, 0.1367160780517757, 0.13371177916503746, 0.13356203165839822, 0.13321243739038718, 0.1320002909056466, 0.13030931667514334]"
370,electroporation,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
371,electrokinetics,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
372,transport phenomena,"['rajesh ganesan', 'jeffrey moran', 'jim chen', 'qiliang li', 'cameron nowzari', 'daigo shishika', 'amarda shehu', 'william rosenberger', 'kevin andrea', 'tolga soyata']","[0.10138725723491106, 0.09115594079377679, 0.08963646577014965, 0.08760806917851142, 0.08565103218573772, 0.08539258006296176, 0.08505756625035898, 0.08450186948012964, 0.08413022487098264, 0.08337711137119867]"
373,multi agent systems,"['jim chen', 'jan allbeck', 'janis terpenny', 'alexander levis', 'sanmay das', 'amarda shehu', 'george hazelrigg', 'giuseppe ateniese', 'michael hieb', 'yotam gingold']","[0.1655842579475516, 0.14876528196563202, 0.14483210609511757, 0.13029684965340396, 0.12474536535863373, 0.11747854839978777, 0.11558863060618817, 0.11506335008534148, 0.11327375085265083, 0.11319532874891103]"
374,network science,"['ali k raz', 'matthew amissah', 'bernd peter paris', 'gheorghe tecuci', 'duminda wijesekera', 'daniel menasce', 'edward huang', 'hakan aydin', 'jiayang sun', 'elise miller hooks']","[0.26583629251113816, 0.19695964928958382, 0.19523117381281885, 0.19115575484785963, 0.18515238008761792, 0.18440747963527848, 0.17894862105791592, 0.17236934276054022, 0.17204105972918676, 0.1719091222095643]"
375,control theory,"['duminda wijesekera', 'jim chen', 'alexander levis', 'michael hieb', 'daniel barbara', 'hemant purohit', 'cameron nowzari', 'george hazelrigg', 'gheorghe tecuci', 'mingkui wei']","[0.22015734327450678, 0.17622782222951044, 0.17474641343732558, 0.1743511372080514, 0.17377761915134168, 0.17275720861105534, 0.16519823441676623, 0.16466245976366578, 0.16449922735211955, 0.1585080218123499]"
376,software maintenance,"['shahnaz kamberi', 'john otten', 'ebrima ceesay', 'hamza mughal', 'joy hughes', 'tamara maddox', 'jan allbeck', 'yutao zhong', 'giuseppe ateniese', 'samuel gordon']","[0.16209592158938846, 0.13418626003042333, 0.13091524213016553, 0.1301200097264711, 0.1173900838523538, 0.11310692716311169, 0.11249215139292575, 0.10803395392536073, 0.0968409479314959, 0.09623826023105615]"
377,web applications,"['brian mark', 'bijan jabbari', 'duminda wijesekera', 'jianli pan', 'daniel menasce', 'songqing chen', 'elise miller hooks', 'parth pathak', 'sherif hashem', 'sanjeev setia']","[0.216886686225084, 0.20994430120918875, 0.19846095214024412, 0.19579826005765644, 0.19462963908633446, 0.1852522676620207, 0.180932431254327, 0.1809295773036473, 0.17036721364116875, 0.1684255707905243]"
378,bgp,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
379,dnssec,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
380,internet,"['bijan jabbari', 'moinul hossain', 'vijay shah', 'sherif hashem', 'brian mark', 'parth pathak', 'sanjeev setia', 'john otten', 'kai zeng', 'jianli pan']","[0.47802435276539074, 0.41381192597304317, 0.40446597531140616, 0.4035560748685019, 0.3881120825846073, 0.367121676182642, 0.34313520128844877, 0.3031088913245535, 0.3017847631470413, 0.2932165734805772]"
381,edge computing,"['robert handler', 'jim chen', 'yotam gingold', 'jinwei ye', 'george hazelrigg', 'aditya johri', 'jeffrey moran', 'karla hoffman', 'shahnaz kamberi', 'viviana maggioni']","[0.16029598749239032, 0.15850616897636688, 0.1514113088339283, 0.15134702569382422, 0.13293846300523074, 0.13130276964552434, 0.13057585181829393, 0.12675435674333752, 0.12441076112736175, 0.12414374533860625]"
382,ai machine learning,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'tamara maddox', 'michael eagle', 'tolga soyata', 'michael hieb', 'ray hong', 'shahnaz kamberi', 'jim chen']","[0.28327977479906946, 0.25711028906855565, 0.19588102444056174, 0.17778265528378795, 0.16058673974872653, 0.15953552209199479, 0.1592808305420101, 0.1548359697493324, 0.1463890933742143, 0.14511504442853382]"
383,adaptive signal processing,"['yariv ephraim', 'vasiliki ikonomidou', 'rajesh ganesan', 'monson hayes', 'jeffrey moran', 'qiliang li', 'kim blackwell', 'jan allbeck', 'jim chen', 'dimitrios ioannou']","[0.13489865377800728, 0.1100180408637836, 0.10984183761110108, 0.10961051230123484, 0.10139179557842352, 0.09883370387398728, 0.09882493994677856, 0.09575189473025973, 0.0944582519010508, 0.09415278344334803]"
